id;nombre_cancion;popularity;artista;pais;genero;Rango_lustros
1905;Greenwood, Philip Selway, Edward O'Brien, Colin Greenwood: Pyramid Song (Arr. Lawson);3;Jonny Greenwood, Thom Yorke, Philip Selway, Edward O’Brien, Colin Greenwood, VOCES8, Thomas Gould, Matthew Sharp, Eleanor Turner;MC;NULL;2015-2019
1906;HUMBLE.;84;Kendrick Lamar;MC;rap;2015-2019
1907;Holding Back the Years (Live at Ziggo Dome, Amsterdam);2;Simply Red;MC;NULL;2015-2019
1908;That's What I Like;84;Bruno Mars;MC;funk;2015-2019
1909;I'm Better (feat. Lamb);2;Missy Elliott, Lamb;MC;NULL;2015-2019
1910;Starboy;84;The Weeknd, Daft Punk;MC;NULL;2015-2019
1911;Enamorado;2;Alexander Stewart;MC;pop;2015-2019
1912;Cruel Summer;84;Taylor Swift;MC;electropop;2015-2019
1913;Слэмятся пацаны;2;Little Big, Ruki Vverh!;MC;NULL;2015-2019
1914;Swim;83;Chase Atlantic;MC;seen live;2015-2019
1915;Say You Love Me (Live at Ziggo Dome, Amsterdam);1;Simply Red;MC;NULL;2015-2019
1916;Something Just Like This;83;The Chainsmokers, Coldplay;MC;NULL;2015-2019
1917;For Your Babies (Live at Ziggo Dome, Amsterdam);1;Simply Red;MC;NULL;2015-2019
1918;Perfect;83;Ed Sheeran;MC;Ballad;2015-2019
1919;So Beautiful (Live at Ziggo Dome, Amsterdam);1;Simply Red;MC;NULL;2015-2019
1920;Shape of You;83;Ed Sheeran;MC;pop;2015-2019
1921;Matador (feat. Tommy);1;CAPO, Tommy;MC;NULL;2015-2019
1922;Pink + White;83;Frank Ocean;MC;NULL;2015-2019
1923;Milion słów;1;Jula;MC;polish;2015-2019
1924;lovely (with Khalid);83;Billie Eilish, Khalid;MC;NULL;2015-2019
1925;Your Mirror (Live at Ziggo Dome, Amsterdam);1;Simply Red;MC;NULL;2015-2019
1926;Closer;82;The Chainsmokers, Halsey;MC;NULL;2015-2019
1927;Дождь (feat. МакSим);1;Geegun, MAKSIM;MC;NULL;2015-2019
1928;Believer;81;Imagine Dragons;MC;rock;2015-2019
1929;Someday in My Life (Live at Ziggo Dome, Amsterdam);0;Simply Red;MC;NULL;2015-2019
1930;goosebumps;81;Travis Scott;MC;MySpotigramBot;2015-2019
1931;"Ee Khalbitha (From ""IDI"")";0;Rahul Raj, Suchith Sureshan;MC;NULL;2015-2019
1932;Dandelions;81;Ruth B.;MC;pop;2015-2019
1933;Wenn jetzt Sommer wär (feat. Chapeau Claque);0;Pretty Pink, Chapeau Claque;MC;NULL;2015-2019
1934;White Ferrari;81;Frank Ocean;MC;singer-songwriter;2015-2019
1935;Stretch;0;Louise;MC;great quality stuff;2015-2019
1936;Someone You Loved;81;Lewis Capaldi;MC;2010s;2015-2019
1937;A New Flame (Live at Ziggo Dome, Amsterdam);0;Simply Red;MC;NULL;2015-2019
1938;One Dance;81;Drake, Wizkid, Kyla;MC;NULL;2015-2019
1939;Die Heelal (feat. Early B);0;Janie Bay, Early B;MC;NULL;2015-2019
1940;Ransom;81;Lil Tecca;MC;2010s;2015-2019
1941;Sirenen;0;Tommy;MC;NULL;2015-2019
1942;The Hills;81;The Weeknd;MC;rnb;2015-2019
1943;言葉のいらない約束;0;sana;MC;J-rock;2015-2019
1944;Die For You;81;The Weeknd;MC;rnb;2015-2019
1945;Do It Like You Mean It (feat. Yoel 905);0;Frans, Yoel905;MC;NULL;2015-2019
1946;Best Part (feat. H.E.R.);81;Daniel Caesar, H.E.R.;MC;NULL;2015-2019
1947;Pakete;0;Tommy;MC;NULL;2015-2019
1948;There's Nothing Holdin' Me Back;81;Shawn Mendes;MC;pop;2015-2019
1949;Stronger Together;0;Paul van Dyk, Pierre Pienaar;MC;NULL;2015-2019
1950;Visiera A Becco;63;Sfera Ebbasta;IT;MySpotigramBot;2015-2019
1951;Holding Back the Years (Live at Ziggo Dome, Amsterdam);2;Simply Red;IT;NULL;2015-2019
1952;Bang Bang;63;Sfera Ebbasta;IT;MySpotigramBot;2015-2019
1953;Greenwood, Philip Selway, Edward O'Brien, Colin Greenwood: Pyramid Song (Arr. Lawson);3;Jonny Greenwood, Thom Yorke, Philip Selway, Edward O’Brien, Colin Greenwood, VOCES8, Thomas Gould, Matthew Sharp, Eleanor Turner;IT;NULL;2015-2019
1954;All The Stars (with SZA);90;Kendrick Lamar, SZA;IT;NULL;2015-2019
1955;I'm Better (feat. Lamb);2;Missy Elliott, Lamb;IT;NULL;2015-2019
1956;The Night We Met;85;Lord Huron;IT;indie;2015-2019
1957;For Your Babies (Live at Ziggo Dome, Amsterdam);1;Simply Red;IT;NULL;2015-2019
1958;X (feat. Maluma & Ozuna) - Remix;77;Nicky Jam, J Balvin, Maluma, Ozuna;IT;NULL;2015-2019
1959;Du bist schön - Live;0;Alligatoah;IT;NULL;2015-2019
1960;Se Preparó;75;Ozuna;IT;latin;2015-2019
1961;So Beautiful (Live at Ziggo Dome, Amsterdam);1;Simply Red;IT;NULL;2015-2019
1962;goosebumps;81;Travis Scott;IT;MySpotigramBot;2015-2019
1963;Your Mirror (Live at Ziggo Dome, Amsterdam);1;Simply Red;IT;NULL;2015-2019
1964;MALA (feat. Anuel AA);73;6ix9ine, Anuel AA;IT;NULL;2015-2019
1965;Someday in My Life (Live at Ziggo Dome, Amsterdam);0;Simply Red;IT;NULL;2015-2019
1966;Starboy;84;The Weeknd, Daft Punk;IT;NULL;2015-2019
1967;Say You Love Me (Live at Ziggo Dome, Amsterdam);1;Simply Red;IT;NULL;2015-2019
1968;Something Just Like This;83;The Chainsmokers, Coldplay;IT;NULL;2015-2019
1969;A New Flame (Live at Ziggo Dome, Amsterdam);0;Simply Red;IT;NULL;2015-2019
1970;See You Again (feat. Kali Uchis);86;Tyler, The Creator, Kali Uchis;IT;NULL;2015-2019
1971;La somma (feat. Martina Attili) [Live at Massive Arts Studios, Milano, 2019];0;Mr.Rain, Martina Attili;IT;NULL;2015-2019
1972;HIGHEST IN THE ROOM;80;Travis Scott;IT;MySpotigramBot;2015-2019
1973;Stretch;0;Louise;IT;great quality stuff;2015-2019
1974;Mirándote;70;Rvfv;IT;MySpotigramBot;2015-2019
1975;Enamorado;2;Alexander Stewart;IT;pop;2015-2019
1976;HUMBLE.;84;Kendrick Lamar;IT;rap;2015-2019
1977;Do It Like You Mean It (feat. Yoel 905);0;Frans, Yoel905;IT;NULL;2015-2019
1978;Swim;83;Chase Atlantic;IT;seen live;2015-2019
1979;Wenn jetzt Sommer wär (feat. Chapeau Claque);0;Pretty Pink, Chapeau Claque;IT;NULL;2015-2019
1980;LA CANCIÓN;80;J Balvin, Bad Bunny;IT;NULL;2015-2019
1981;Senza farlo apposta;0;Shade, Federica Carta;IT;NULL;2015-2019
1982;Someone You Loved;81;Lewis Capaldi;IT;2010s;2015-2019
1983;All I've Ever Known;0;Grace Hodgett Young, Dónal Finn;IT;NULL;2015-2019
1984;Ransom;81;Lil Tecca;IT;2010s;2015-2019
1985;Слэмятся пацаны;2;Little Big, Ruki Vverh!;IT;NULL;2015-2019
1986;Perfect;83;Ed Sheeran;IT;Ballad;2015-2019
1987;Cristo;0;Cromo;IT;NULL;2015-2019
1988;Amanece;75;Anuel AA, Haze;IT;NULL;2015-2019
1989;Downtown;14;Anitta, J Balvin;IT;NULL;2015-2019
1990;El Efecto;74;Rauw Alejandro, Chencho Corleone;IT;NULL;2015-2019
1991;Into It - Live;0;Chase Atlantic;IT;NULL;2015-2019
1992;Shallow;79;Lady Gaga, Bradley Cooper;IT;NULL;2015-2019
1993;Famous;0;Kanye West;IT;MySpotigramBot;2015-2019
1994;Believer;81;Imagine Dragons;IT;rock;2015-2019
1995;25 (feat. KZ);0;Kojey Radical, KZ;IT;NULL;2015-2019
1996;Always Remember Us This Way;79;Lady Gaga;IT;Love;2015-2019
1997;REASON;0;SYU(from GALNERYUS);IT;NULL;2015-2019
1998;X;72;Nicky Jam, J Balvin;IT;NULL;2015-2019
1999;Did You Love Me;0;Shannon & the Clams;IT;NULL;2015-2019
2000;All The Stars (with SZA);90;Kendrick Lamar, SZA;SI;NULL;2015-2019
2001;Holding Back the Years (Live at Ziggo Dome, Amsterdam);2;Simply Red;SI;NULL;2015-2019
2002;The Night We Met;85;Lord Huron;SI;indie;2015-2019
2003;Enamorado;2;Alexander Stewart;SI;pop;2015-2019
2004;Biseri Iz Blata;53;Coby;SI;NULL;2015-2019
2005;Lead Me On;0;Louise;SI;NULL;2015-2019
2006;Euforija;52;Rasta;SI;NULL;2015-2019
2007;Stretch;0;Louise;SI;great quality stuff;2015-2019
2008;Balerina;33;Mambo Kings;SI;NULL;2015-2019
2009;Greenwood, Philip Selway, Edward O'Brien, Colin Greenwood: Pyramid Song (Arr. Lawson);3;Jonny Greenwood, Thom Yorke, Philip Selway, Edward O’Brien, Colin Greenwood, VOCES8, Thomas Gould, Matthew Sharp, Eleanor Turner;SI;NULL;2015-2019
2010;Comfort;51;Buba Corelli;SI;NULL;2015-2019
2011;Wenn jetzt Sommer wär (feat. Chapeau Claque);0;Pretty Pink, Chapeau Claque;SI;NULL;2015-2019
2012;Leto je;49;Coby;SI;NULL;2015-2019
2013;Skrrt;7;K27, Einar;SI;NULL;2015-2019
2014;Moja;32;Modrijani;SI;NULL;2015-2019
2015;Downtown;14;Anitta, J Balvin;SI;NULL;2015-2019
2016;Indigo;49;Rasta;SI;NULL;2015-2019
2017;I'm Better (feat. Lamb);2;Missy Elliott, Lamb;SI;NULL;2015-2019
2018;See You Again (feat. Kali Uchis);86;Tyler, The Creator, Kali Uchis;SI;NULL;2015-2019
2019;Слэмятся пацаны;2;Little Big, Ruki Vverh!;SI;NULL;2015-2019
2020;Opasno;51;Buba Corelli;SI;NULL;2015-2019
2021;Say You Love Me (Live at Ziggo Dome, Amsterdam);1;Simply Red;SI;NULL;2015-2019
2022;Tuga iz Porschea;47;Relja;SI;NULL;2015-2019
2023;For Your Babies (Live at Ziggo Dome, Amsterdam);1;Simply Red;SI;NULL;2015-2019
2024;Balenciaga;49;Buba Corelli;SI;NULL;2015-2019
2025;So Beautiful (Live at Ziggo Dome, Amsterdam);1;Simply Red;SI;NULL;2015-2019
2026;4 Strane Sveta;50;Coby, Senidah;SI;NULL;2015-2019
2027;Matador (feat. Tommy);1;CAPO, Tommy;SI;NULL;2015-2019
2028;HUMBLE.;84;Kendrick Lamar;SI;rap;2015-2019
2029;Milion słów;1;Jula;SI;polish;2015-2019
2030;100%;56;Senidah, RAF Camora;SI;NULL;2015-2019
2031;Your Mirror (Live at Ziggo Dome, Amsterdam);1;Simply Red;SI;NULL;2015-2019
2032;Latino Evropa;48;Relja;SI;NULL;2015-2019
2033;Дождь (feat. МакSим);1;Geegun, MAKSIM;SI;NULL;2015-2019
2034;Pucam Pucam;49;Rasta;SI;NULL;2015-2019
2035;Someday in My Life (Live at Ziggo Dome, Amsterdam);0;Simply Red;SI;NULL;2015-2019
2036;S Teboj;31;Modrijani;SI;NULL;2015-2019
2037;"Ee Khalbitha (From ""IDI"")";0;Rahul Raj, Suchith Sureshan;SI;NULL;2015-2019
2038;Otrove;48;Severina, Jala Brat;SI;NULL;2015-2019
2039;A New Flame (Live at Ziggo Dome, Amsterdam);0;Simply Red;SI;NULL;2015-2019
2040;Ransom;81;Lil Tecca;SI;2010s;2015-2019
2041;Die Heelal (feat. Early B);0;Janie Bay, Early B;SI;NULL;2015-2019
2042;HIGHEST IN THE ROOM;80;Travis Scott;SI;MySpotigramBot;2015-2019
2043;Sirenen;0;Tommy;SI;NULL;2015-2019
2044;Sporije;49;Buba Corelli;SI;NULL;2015-2019
2045;言葉のいらない約束;0;sana;SI;J-rock;2015-2019
2046;Something Just Like This;83;The Chainsmokers, Coldplay;SI;NULL;2015-2019
2047;Do It Like You Mean It (feat. Yoel 905);0;Frans, Yoel905;SI;NULL;2015-2019
2048;Ledena;30;Siddharta;SI;NULL;2015-2019
2049;Pakete;0;Tommy;SI;NULL;2015-2019
2050;Comfort;51;Buba Corelli;HR;NULL;2015-2019
2051;Say You Love Me (Live at Ziggo Dome, Amsterdam);1;Simply Red;HR;NULL;2015-2019
2052;Opasno;51;Buba Corelli;HR;NULL;2015-2019
2053;Your Mirror (Live at Ziggo Dome, Amsterdam);1;Simply Red;HR;NULL;2015-2019
2054;Sporije;49;Buba Corelli;HR;NULL;2015-2019
2055;Holding Back the Years (Live at Ziggo Dome, Amsterdam);2;Simply Red;HR;NULL;2015-2019
2056;Klinka;48;Jala Brat, Buba Corelli;HR;NULL;2015-2019
2057;Someday in My Life (Live at Ziggo Dome, Amsterdam);0;Simply Red;HR;NULL;2015-2019
2058;Usta Na Usta;47;Buba Corelli;HR;NULL;2015-2019
2059;For Your Babies (Live at Ziggo Dome, Amsterdam);1;Simply Red;HR;NULL;2015-2019
2060;Biseri Iz Blata;53;Coby;HR;NULL;2015-2019
2061;So Beautiful (Live at Ziggo Dome, Amsterdam);1;Simply Red;HR;NULL;2015-2019
2062;Trinidad i Tobago;47;Jala, Buba Corelli;HR;NULL;2015-2019
2063;A New Flame (Live at Ziggo Dome, Amsterdam);0;Simply Red;HR;NULL;2015-2019
2064;4 Strane Sveta;50;Coby, Senidah;HR;NULL;2015-2019
2065;Wenn jetzt Sommer wär (feat. Chapeau Claque);0;Pretty Pink, Chapeau Claque;HR;NULL;2015-2019
2066;Balenciaga;49;Buba Corelli;HR;NULL;2015-2019
2067;Enamorado;2;Alexander Stewart;HR;pop;2015-2019
2068;Slučajnost;49;Rasta, Ana Nikolić;HR;NULL;2015-2019
2069;REASON;0;SYU(from GALNERYUS);HR;NULL;2015-2019
2070;Euforija;52;Rasta;HR;NULL;2015-2019
2071;Did You Love Me;0;Shannon & the Clams;HR;NULL;2015-2019
2072;Nisi ti za male stvari;46;Zeljko Samardzic;HR;NULL;2015-2019
2073;Слэмятся пацаны;2;Little Big, Ruki Vverh!;HR;NULL;2015-2019
2074;Otrove;48;Severina, Jala Brat;HR;NULL;2015-2019
2075;Downtown;14;Anitta, J Balvin;HR;NULL;2015-2019
2076;All The Stars (with SZA);90;Kendrick Lamar, SZA;HR;NULL;2015-2019
2077;Skrrt;7;K27, Einar;HR;NULL;2015-2019
2078;Konkretno;49;Ana Nikolić, Rasta;HR;NULL;2015-2019
2079;Greenwood, Philip Selway, Edward O'Brien, Colin Greenwood: Pyramid Song (Arr. Lawson);3;Jonny Greenwood, Thom Yorke, Philip Selway, Edward O’Brien, Colin Greenwood, VOCES8, Thomas Gould, Matthew Sharp, Eleanor Turner;HR;NULL;2015-2019
2080;Leto je;49;Coby;HR;NULL;2015-2019
2081;I'm Better (feat. Lamb);2;Missy Elliott, Lamb;HR;NULL;2015-2019
2082;La Martina;46;Jala Brat;HR;NULL;2015-2019
2083;Matador (feat. Tommy);1;CAPO, Tommy;HR;NULL;2015-2019
2084;Pleši;45;Jala, Buba Corelli;HR;NULL;2015-2019
2085;Milion słów;1;Jula;HR;polish;2015-2019
2086;Indigo;49;Rasta;HR;NULL;2015-2019
2087;Дождь (feat. МакSим);1;Geegun, MAKSIM;HR;NULL;2015-2019
2088;SOS;44;Balkaton Gang, Rasta, Sandra Afrika;HR;NULL;2015-2019
2089;"Ee Khalbitha (From ""IDI"")";0;Rahul Raj, Suchith Sureshan;HR;NULL;2015-2019
2090;Ne volim;45;Jala Brat, Buba Corelli, Elena;HR;NULL;2015-2019
2091;Stretch;0;Louise;HR;great quality stuff;2015-2019
2092;Zver;47;Coby;HR;NULL;2015-2019
2093;Die Heelal (feat. Early B);0;Janie Bay, Early B;HR;NULL;2015-2019
2094;The Night We Met;85;Lord Huron;HR;indie;2015-2019
2095;Sirenen;0;Tommy;HR;NULL;2015-2019
2096;Fetiš;45;Buba Corelli;HR;NULL;2015-2019
2097;言葉のいらない約束;0;sana;HR;J-rock;2015-2019
2098;Pravo Vreme;46;Maya Berovic, Buba Corelli;HR;NULL;2015-2019
2099;Do It Like You Mean It (feat. Yoel 905);0;Frans, Yoel905;HR;NULL;2015-2019
2100;All The Stars (with SZA);90;Kendrick Lamar, SZA;BA;NULL;2015-2019
2101;Full Automatic (feat. Diego);0;Sleiman, Diego;BA;NULL;2015-2019
2102;See You Again (feat. Kali Uchis);86;Tyler, The Creator, Kali Uchis;BA;NULL;2015-2019
2103;Downtown;14;Anitta, J Balvin;BA;NULL;2015-2019
2104;The Night We Met;85;Lord Huron;BA;indie;2015-2019
2105;Skrrt;7;K27, Einar;BA;NULL;2015-2019
2106;HUMBLE.;84;Kendrick Lamar;BA;rap;2015-2019
2107;Greenwood, Philip Selway, Edward O'Brien, Colin Greenwood: Pyramid Song (Arr. Lawson);3;Jonny Greenwood, Thom Yorke, Philip Selway, Edward O’Brien, Colin Greenwood, VOCES8, Thomas Gould, Matthew Sharp, Eleanor Turner;BA;NULL;2015-2019
2108;That's What I Like;84;Bruno Mars;BA;funk;2015-2019
2109;Holding Back the Years (Live at Ziggo Dome, Amsterdam);2;Simply Red;BA;NULL;2015-2019
2110;Starboy;84;The Weeknd, Daft Punk;BA;NULL;2015-2019
2111;I'm Better (feat. Lamb);2;Missy Elliott, Lamb;BA;NULL;2015-2019
2112;Cruel Summer;84;Taylor Swift;BA;electropop;2015-2019
2113;Enamorado;2;Alexander Stewart;BA;pop;2015-2019
2114;Swim;83;Chase Atlantic;BA;seen live;2015-2019
2115;Слэмятся пацаны;2;Little Big, Ruki Vverh!;BA;NULL;2015-2019
2116;Something Just Like This;83;The Chainsmokers, Coldplay;BA;NULL;2015-2019
2117;Say You Love Me (Live at Ziggo Dome, Amsterdam);1;Simply Red;BA;NULL;2015-2019
2118;Perfect;83;Ed Sheeran;BA;Ballad;2015-2019
2119;For Your Babies (Live at Ziggo Dome, Amsterdam);1;Simply Red;BA;NULL;2015-2019
2120;Shape of You;83;Ed Sheeran;BA;pop;2015-2019
2121;So Beautiful (Live at Ziggo Dome, Amsterdam);1;Simply Red;BA;NULL;2015-2019
2122;Pink + White;83;Frank Ocean;BA;NULL;2015-2019
2123;Matador (feat. Tommy);1;CAPO, Tommy;BA;NULL;2015-2019
2124;lovely (with Khalid);83;Billie Eilish, Khalid;BA;NULL;2015-2019
2125;Milion słów;1;Jula;BA;polish;2015-2019
2126;Closer;82;The Chainsmokers, Halsey;BA;NULL;2015-2019
2127;Your Mirror (Live at Ziggo Dome, Amsterdam);1;Simply Red;BA;NULL;2015-2019
2128;Believer;81;Imagine Dragons;BA;rock;2015-2019
2129;Дождь (feat. МакSим);1;Geegun, MAKSIM;BA;NULL;2015-2019
2130;goosebumps;81;Travis Scott;BA;MySpotigramBot;2015-2019
2131;Someday in My Life (Live at Ziggo Dome, Amsterdam);0;Simply Red;BA;NULL;2015-2019
2132;Dandelions;81;Ruth B.;BA;pop;2015-2019
2133;"Ee Khalbitha (From ""IDI"")";0;Rahul Raj, Suchith Sureshan;BA;NULL;2015-2019
2134;White Ferrari;81;Frank Ocean;BA;singer-songwriter;2015-2019
2135;Wenn jetzt Sommer wär (feat. Chapeau Claque);0;Pretty Pink, Chapeau Claque;BA;NULL;2015-2019
2136;Someone You Loved;81;Lewis Capaldi;BA;2010s;2015-2019
2137;Stretch;0;Louise;BA;great quality stuff;2015-2019
2138;One Dance;81;Drake, Wizkid, Kyla;BA;NULL;2015-2019
2139;A New Flame (Live at Ziggo Dome, Amsterdam);0;Simply Red;BA;NULL;2015-2019
2140;Ransom;81;Lil Tecca;BA;2010s;2015-2019
2141;Die Heelal (feat. Early B);0;Janie Bay, Early B;BA;NULL;2015-2019
2142;The Hills;81;The Weeknd;BA;rnb;2015-2019
2143;Sirenen;0;Tommy;BA;NULL;2015-2019
2144;Die For You;81;The Weeknd;BA;rnb;2015-2019
2145;言葉のいらない約束;0;sana;BA;J-rock;2015-2019
2146;Best Part (feat. H.E.R.);81;Daniel Caesar, H.E.R.;BA;NULL;2015-2019
2147;Do It Like You Mean It (feat. Yoel 905);0;Frans, Yoel905;BA;NULL;2015-2019
2148;There's Nothing Holdin' Me Back;81;Shawn Mendes;BA;pop;2015-2019
2149;Pakete;0;Tommy;BA;NULL;2015-2019
2150;All The Stars (with SZA);90;Kendrick Lamar, SZA;ME;NULL;2015-2019
2151;Wenn jetzt Sommer wär (feat. Chapeau Claque);0;Pretty Pink, Chapeau Claque;ME;NULL;2015-2019
2152;See You Again (feat. Kali Uchis);86;Tyler, The Creator, Kali Uchis;ME;NULL;2015-2019
2153;Слэмятся пацаны;2;Little Big, Ruki Vverh!;ME;NULL;2015-2019
2154;The Night We Met;85;Lord Huron;ME;indie;2015-2019
2155;Downtown;14;Anitta, J Balvin;ME;NULL;2015-2019
2156;HUMBLE.;84;Kendrick Lamar;ME;rap;2015-2019
2157;Skrrt;7;K27, Einar;ME;NULL;2015-2019
2158;That's What I Like;84;Bruno Mars;ME;funk;2015-2019
2159;Greenwood, Philip Selway, Edward O'Brien, Colin Greenwood: Pyramid Song (Arr. Lawson);3;Jonny Greenwood, Thom Yorke, Philip Selway, Edward O’Brien, Colin Greenwood, VOCES8, Thomas Gould, Matthew Sharp, Eleanor Turner;ME;NULL;2015-2019
2160;Starboy;84;The Weeknd, Daft Punk;ME;NULL;2015-2019
2161;Holding Back the Years (Live at Ziggo Dome, Amsterdam);2;Simply Red;ME;NULL;2015-2019
2162;Cruel Summer;84;Taylor Swift;ME;electropop;2015-2019
2163;I'm Better (feat. Lamb);2;Missy Elliott, Lamb;ME;NULL;2015-2019
2164;Swim;83;Chase Atlantic;ME;seen live;2015-2019
2165;Enamorado;2;Alexander Stewart;ME;pop;2015-2019
2166;Something Just Like This;83;The Chainsmokers, Coldplay;ME;NULL;2015-2019
2167;Say You Love Me (Live at Ziggo Dome, Amsterdam);1;Simply Red;ME;NULL;2015-2019
2168;Perfect;83;Ed Sheeran;ME;Ballad;2015-2019
2169;For Your Babies (Live at Ziggo Dome, Amsterdam);1;Simply Red;ME;NULL;2015-2019
2170;Shape of You;83;Ed Sheeran;ME;pop;2015-2019
2171;So Beautiful (Live at Ziggo Dome, Amsterdam);1;Simply Red;ME;NULL;2015-2019
2172;Pink + White;83;Frank Ocean;ME;NULL;2015-2019
2173;Matador (feat. Tommy);1;CAPO, Tommy;ME;NULL;2015-2019
2174;lovely (with Khalid);83;Billie Eilish, Khalid;ME;NULL;2015-2019
2175;Milion słów;1;Jula;ME;polish;2015-2019
2176;Closer;82;The Chainsmokers, Halsey;ME;NULL;2015-2019
2177;Your Mirror (Live at Ziggo Dome, Amsterdam);1;Simply Red;ME;NULL;2015-2019
2178;Believer;81;Imagine Dragons;ME;rock;2015-2019
2179;Дождь (feat. МакSим);1;Geegun, MAKSIM;ME;NULL;2015-2019
2180;goosebumps;81;Travis Scott;ME;MySpotigramBot;2015-2019
2181;Someday in My Life (Live at Ziggo Dome, Amsterdam);0;Simply Red;ME;NULL;2015-2019
2182;Dandelions;81;Ruth B.;ME;pop;2015-2019
2183;"Ee Khalbitha (From ""IDI"")";0;Rahul Raj, Suchith Sureshan;ME;NULL;2015-2019
2184;White Ferrari;81;Frank Ocean;ME;singer-songwriter;2015-2019
2185;Stretch;0;Louise;ME;great quality stuff;2015-2019
2186;Someone You Loved;81;Lewis Capaldi;ME;2010s;2015-2019
2187;A New Flame (Live at Ziggo Dome, Amsterdam);0;Simply Red;ME;NULL;2015-2019
2188;One Dance;81;Drake, Wizkid, Kyla;ME;NULL;2015-2019
2189;Die Heelal (feat. Early B);0;Janie Bay, Early B;ME;NULL;2015-2019
2190;Ransom;81;Lil Tecca;ME;2010s;2015-2019
2191;Sirenen;0;Tommy;ME;NULL;2015-2019
2192;The Hills;81;The Weeknd;ME;rnb;2015-2019
2193;言葉のいらない約束;0;sana;ME;J-rock;2015-2019
2194;Die For You;81;The Weeknd;ME;rnb;2015-2019
2195;Do It Like You Mean It (feat. Yoel 905);0;Frans, Yoel905;ME;NULL;2015-2019
2196;Best Part (feat. H.E.R.);81;Daniel Caesar, H.E.R.;ME;NULL;2015-2019
2197;Pakete;0;Tommy;ME;NULL;2015-2019
2198;There's Nothing Holdin' Me Back;81;Shawn Mendes;ME;pop;2015-2019
2199;Stronger Together;0;Paul van Dyk, Pierre Pienaar;ME;NULL;2015-2019
2200;All The Stars (with SZA);90;Kendrick Lamar, SZA;AL;NULL;2015-2019
2201;Greenwood, Philip Selway, Edward O'Brien, Colin Greenwood: Pyramid Song (Arr. Lawson);3;Jonny Greenwood, Thom Yorke, Philip Selway, Edward O’Brien, Colin Greenwood, VOCES8, Thomas Gould, Matthew Sharp, Eleanor Turner;AL;NULL;2015-2019
2202;See You Again (feat. Kali Uchis);86;Tyler, The Creator, Kali Uchis;AL;NULL;2015-2019
2203;Holding Back the Years (Live at Ziggo Dome, Amsterdam);2;Simply Red;AL;NULL;2015-2019
2204;The Night We Met;85;Lord Huron;AL;indie;2015-2019
2205;Say You Love Me (Live at Ziggo Dome, Amsterdam);1;Simply Red;AL;NULL;2015-2019
2206;HUMBLE.;84;Kendrick Lamar;AL;rap;2015-2019
2207;For Your Babies (Live at Ziggo Dome, Amsterdam);1;Simply Red;AL;NULL;2015-2019
2208;That's What I Like;84;Bruno Mars;AL;funk;2015-2019
2209;So Beautiful (Live at Ziggo Dome, Amsterdam);1;Simply Red;AL;NULL;2015-2019
2210;Starboy;84;The Weeknd, Daft Punk;AL;NULL;2015-2019
2211;Your Mirror (Live at Ziggo Dome, Amsterdam);1;Simply Red;AL;NULL;2015-2019
2212;Cruel Summer;84;Taylor Swift;AL;electropop;2015-2019
2213;Someday in My Life (Live at Ziggo Dome, Amsterdam);0;Simply Red;AL;NULL;2015-2019
2214;Swim;83;Chase Atlantic;AL;seen live;2015-2019
2215;"Ee Khalbitha (From ""IDI"")";0;Rahul Raj, Suchith Sureshan;AL;NULL;2015-2019
2216;Something Just Like This;83;The Chainsmokers, Coldplay;AL;NULL;2015-2019
2217;A New Flame (Live at Ziggo Dome, Amsterdam);0;Simply Red;AL;NULL;2015-2019
2218;Perfect;83;Ed Sheeran;AL;Ballad;2015-2019
2219;言葉のいらない約束;0;sana;AL;J-rock;2015-2019
2220;Shape of You;83;Ed Sheeran;AL;pop;2015-2019
2221;Do It Like You Mean It (feat. Yoel 905);0;Frans, Yoel905;AL;NULL;2015-2019
2222;Pink + White;83;Frank Ocean;AL;NULL;2015-2019
2223;Stronger Together;0;Paul van Dyk, Pierre Pienaar;AL;NULL;2015-2019
2224;lovely (with Khalid);83;Billie Eilish, Khalid;AL;NULL;2015-2019
2225;Kapitel 1 / Frühling;0;DLG;AL;NULL;2015-2019
2226;Closer;82;The Chainsmokers, Halsey;AL;NULL;2015-2019
2227;Inquilina - Ao Vivo;0;Aviões do Forró;AL;NULL;2015-2019
2228;Believer;81;Imagine Dragons;AL;rock;2015-2019
2229;God Is Gangsta;0;Kendrick Lamar;AL;NULL;2015-2019
2230;goosebumps;81;Travis Scott;AL;MySpotigramBot;2015-2019
2231;Győzni Jöttünk;0;Begi Lotfi, Freddie;AL;NULL;2015-2019
2232;Dandelions;81;Ruth B.;AL;pop;2015-2019
2233;M A N I A;0;The Weeknd;AL;NULL;2015-2019
2234;White Ferrari;81;Frank Ocean;AL;singer-songwriter;2015-2019
2235;Von Heinz zu Heinz (Folge 2: NDW);0;Heinz Rudolf Kunze;AL;NULL;2015-2019
2236;Someone You Loved;81;Lewis Capaldi;AL;2010s;2015-2019
2237;Lana Film;0;Lana Del Rey;AL;NULL;2015-2019
2238;One Dance;81;Drake, Wizkid, Kyla;AL;NULL;2015-2019
2239;NFWMB - Acoustic / Live;0;Hozier;AL;NULL;2015-2019
2240;Ransom;81;Lil Tecca;AL;2010s;2015-2019
2241;Fuck it I love you / The greatest;0;Lana Del Rey;AL;NULL;2015-2019
